legacy_id,donor_name,gift_date,gift_amount,gift_type,notes,migrated_date,data_source
30242,Teresa Hill,2018-05-12,54.36,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30243,Valerie Bailey,2019-03-25,34.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30244,Valerie Bailey,2022-07-15,10.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30245,Valerie B.,2022-09-07,87.45,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30246,"Jones, Jeffrey",2021-08-26,30.89,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30247,Jeffrey Jones,2018-08-16,131.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30248,Jeffrey J.,2022-01-20,117.09,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30249,J. Jones,2018-04-17,16.41,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30250,Jeffrey J.,2018-03-26,109.98,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30251,C. Jordan,2018-08-12,31.51,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30252,Callum J.,2021-02-06,11.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30253,"O'Brien, Trevor",2019-11-24,52.34,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30254,T. O'Brien,2019-03-08,31.99,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30255,T. O'Brien,2021-10-30,13.32,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30256,David Davies,2019-02-16,19.58,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30257,"Davies, David",2018-03-14,17.42,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30258,David Davies,2019-05-26,3.7,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30259,Harriet Allen,2022-01-20,4.57,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30260,Harriet Allen,2021-03-03,38.6,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30261,Harriet Allen,2021-05-04,42.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30262,"Allen, Harriet",2022-01-05,53.63,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30263,"Allen, Harriet",2021-02-05,15.41,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30264,Rebecca Campbell,2018-07-21,38.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30265,Rebecca Campbell,2020-12-16,44.84,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30266,"Campbell, Rebecca",2018-03-21,27.48,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30267,Rebecca C.,2019-09-01,105.36,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30268,G. Hill,2021-12-21,25.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30269,Patrick Osborne,2020-01-28,9.54,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30270,David M.,2018-08-23,54.29,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30271,David M.,2018-05-11,64.03,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30272,Yvonne Taylor,2022-03-31,30.51,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30273,Yvonne Taylor,2020-06-29,51.55,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30274,C. Pearson,2019-03-17,20.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30275,Caroline Pearson,2019-04-30,2.06,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30276,C. Pearson,2021-08-11,26.8,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30277,Natasha S.,2020-07-27,18.69,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30278,G. Evans,2020-05-27,6.59,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30279,"Evans, Gerard",2020-08-21,17.32,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30280,Gerard E.,2021-04-22,14.27,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30281,David C.,2020-01-23,40.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30282,D. Chapman,2019-08-16,19.82,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30283,D. Chapman,2019-03-04,140.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30284,David Chapman,2021-08-07,33.5,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30285,Danny Martin,2019-07-26,10.17,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30286,C. Parry,2019-07-03,70.39,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30287,"Webb, Gavin",2021-06-05,15.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30288,Gemma F.,2021-01-09,9.38,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30289,G. Fraser,2020-11-26,28.62,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30290,Cheryl L.,2019-08-14,11.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30291,C. Little,2018-07-14,11.78,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30292,Cheryl Little,2021-12-03,18.4,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30293,Shannon Andrews,2021-03-03,3.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30294,Shannon A.,2020-02-01,26.91,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30295,S. Andrews,2020-08-07,9.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30296,Shannon Andrews,2019-12-15,6.6,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30297,Mohamed Khan,2019-04-01,37.55,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30298,M. Khan,2018-12-01,18.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30299,Mohamed Khan,2021-09-26,52.52,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30300,"Khan, Mohamed",2018-08-04,18.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30301,M. Khan,2019-03-23,13.5,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30302,"Davies, Georgia",2021-07-11,51.59,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30303,"Davies, Georgia",2020-07-10,71.92,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30304,Georgia Davies,2018-03-15,23.37,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30305,Fiona Bond,2019-07-16,31.18,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30306,F. Bond,2022-08-01,47.43,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30307,"Bond, Fiona",2020-09-07,3.81,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30308,Fiona B.,2019-09-11,11.81,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30309,Antony J.,2021-04-22,25.05,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30310,Antony J.,2018-05-19,10.14,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30311,Jack Taylor,2020-08-31,18.77,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30312,"Taylor, Jack",2020-12-30,12.18,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30313,Jack Taylor,2020-06-20,21.82,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30314,"Moore, Mark",2020-08-11,11.66,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30315,Mark M.,2021-09-10,3.55,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30316,Mark M.,2022-07-08,4.79,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30317,"Moore, Mark",2018-09-08,15.21,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30318,Sarah B.,2021-04-24,16.64,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30319,Sarah B.,2018-08-25,34.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30320,S. Bull,2018-01-26,180.85,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30321,"Bull, Sarah",2020-12-16,2.29,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30322,Nicola H.,2019-06-23,3.14,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30323,Nicola H.,2022-07-10,9.53,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30324,R. Taylor,2022-09-21,5.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30325,Jean Ball,2021-01-19,9.61,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30326,Jean B.,2022-04-29,9.1,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30327,Graeme S.,2019-02-18,16.65,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30328,"Summers, Graeme",2020-02-09,6.04,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30329,G. Summers,2020-03-23,41.13,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30330,G. Summers,2021-10-11,33.94,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30331,G. Summers,2021-04-13,32.62,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30332,"Hussain, Leslie",2020-12-31,61.1,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30333,Harriet P.,2021-02-14,44.01,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30334,"Patel, Harriet",2022-10-09,5.61,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30335,"Patel, Harriet",2019-03-14,2.45,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30336,"Patel, Harriet",2020-06-26,7.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30337,Melissa Gardner,2021-02-12,4.2,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30338,Melissa Gardner,2020-10-01,213.4,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30339,Melissa G.,2020-11-03,13.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30340,M. Gardner,2022-11-24,130.2,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30341,"Gardner, Melissa",2021-10-25,3.83,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30342,L. Hunt,2022-06-20,24.07,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30343,Lesley Hunt,2021-01-28,20.23,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30344,Lesley Hunt,2022-12-23,62.23,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30345,"Hunt, Lesley",2020-03-15,6.39,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30346,L. Hunt,2022-02-01,22.65,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30347,Shaun Marsh,2022-08-08,12.35,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30348,K. Thompson,2019-02-08,7.28,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30349,Kerry T.,2020-09-10,87.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30350,Kerry Thompson,2020-05-10,27.32,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30351,K. Thompson,2019-07-22,17.42,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30352,Kerry T.,2022-04-18,3.66,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30353,"Morris, Valerie",2022-09-26,160.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30354,Valerie Morris,2020-07-11,72.01,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30355,Sarah Hammond,2021-08-17,11.19,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30356,Sarah Hammond,2020-02-14,58.36,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30357,Sarah Hammond,2021-12-03,76.33,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30358,Sarah Hammond,2019-01-17,63.49,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30359,Sarah H.,2020-03-25,4.1,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30360,R. Spencer,2020-09-08,15.67,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30361,Roy Spencer,2018-12-01,22.48,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30362,R. Spencer,2019-01-31,10.06,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30363,"Spencer, Roy",2021-05-05,97.27,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30364,Elaine Douglas,2021-05-21,8.8,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30365,Elaine Douglas,2022-01-14,71.98,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30366,Elaine D.,2018-02-27,90.32,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30367,Garry L.,2019-01-15,2.77,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30368,"Leach, Garry",2018-12-13,8.33,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30369,Sandra W.,2018-09-14,26.47,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30370,"Wood, Sandra",2022-09-22,25.33,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30371,Sandra W.,2020-09-22,39.04,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30372,"Wright, Vincent",2022-04-22,3.01,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30373,"Wright, Vincent",2021-10-17,5.25,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30374,Vincent W.,2018-09-02,24.92,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30375,Vincent Wright,2022-06-25,19.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30376,"Wright, Vincent",2019-10-29,33.65,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30377,Caroline Williams,2019-04-21,99.67,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30378,Caroline W.,2020-11-22,58.68,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30379,Caroline Williams,2022-11-10,44.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30380,Amanda R.,2018-06-17,13.43,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30381,A. Robertson,2019-10-13,31.13,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30382,Amanda Robertson,2019-05-24,12.7,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30383,"Robertson, Amanda",2022-05-30,24.56,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30384,Aimee Ball,2018-05-17,6.91,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30385,Aimee Ball,2020-07-27,7.83,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30386,A. Ball,2019-02-15,17.52,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30387,Aimee Ball,2018-02-26,20.53,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30388,Dale Bentley,2020-04-10,119.86,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30389,"Smith, Lesley",2021-10-10,20.85,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30390,L. Smith,2018-10-12,3.96,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30391,"Smith, Lesley",2021-11-28,27.42,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30392,L. Smith,2021-03-09,27.31,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30393,"King, Nigel",2018-11-21,16.77,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30394,N. King,2021-12-15,86.31,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30395,Nigel K.,2020-08-30,7.3,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30396,"King, Nigel",2018-03-22,15.63,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30397,Nigel K.,2021-09-07,9.09,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30398,Charles Hopkins,2020-05-05,7.49,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30399,Charles Hopkins,2018-12-18,131.81,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
30400,"Hopkins, Charles",2020-04-15,60.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
